,mode,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
0,train,0.4583002030849457,0.4701271951198578,0.5903427004814148,0.600022554397583,0.7424094080924988
1,valid,0.5707311630249023,0.38169610500335693,0.43256229162216187,0.5090118050575256,0.603900134563446
2,test,0.41544318199157715,0.5530558228492737,0.5933502316474915,0.6979381442070007,0.7447832226753235
