mode,Unnamed: 0,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
test,2.0,0.3936190605163574,0.5638903379440308,0.6092055439949036,0.7068735957145691,0.7571507096290588
train,0.0,0.4408516585826874,0.4936033487319946,0.5774050951004028,0.6343628764152527,0.7320948839187622
valid,1.0,0.5524823665618896,0.4022203087806701,0.4466238617897033,0.5365210771560669,0.6174706220626831
