mode,Unnamed: 0,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
test,2.0,0.40045166015625,0.5491254329681396,0.6053779125213623,0.6926801204681396,0.7541874647140503
train,0.0,0.4394795298576355,0.4925143718719482,0.5739041566848755,0.6222347617149353,0.7292746305465698
valid,1.0,0.557663083076477,0.3747596740722656,0.4454850554466247,0.4915740489959717,0.6163814067840576
