mode,Unnamed: 0,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
test,2.0,0.3864741325378418,0.5712143182754517,0.6217241883277893,0.7133776545524597,0.7667446732521057
train,0.0,0.4452132880687713,0.4713013768196106,0.5889531373977661,0.6006457805633545,0.741309642791748
valid,1.0,0.572596549987793,0.3947567641735077,0.4333779811859131,0.5255163908004761,0.6046946048736572
