mode,Unnamed: 0,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
test,2.0,0.4051803052425384,0.5436846613883972,0.6113080978393555,0.6862947344779968,0.7587724328041077
train,0.0,0.4541201591491699,0.4682671129703522,0.5594906210899353,0.6009648442268372,0.7175299525260925
valid,1.0,0.5990415215492249,0.3494815826416015,0.41229909658432,0.4743216037750244,0.5838693976402283
