mode,Unnamed: 0,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
test,2.0,0.3924423158168793,0.563482940196991,0.6116241812705994,0.7086414098739624,0.7590159177780151
train,0.0,0.4379213154315948,0.4914360344409942,0.5777838826179504,0.6294326782226562,0.7323992848396301
valid,1.0,0.5594075918197632,0.3865948915481567,0.4403264224529266,0.5169718265533447,0.6114258766174316
