mode,Unnamed: 0,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
test,2.0,0.391040951013565,0.5689300894737244,0.6183353662490845,0.7116985321044922,0.7641622424125671
train,0.0,0.4616687595844269,0.4674051403999328,0.5506752133369446,0.6004331707954407,0.7102392315864563
valid,1.0,0.5658206939697266,0.3985843658447265,0.4324777722358703,0.5309407711029053,0.6038177609443665
