mode,Unnamed: 0,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
test,2.0,0.3884747922420501,0.5610876083374023,0.6165726184844971,0.7070794105529785,0.7628146409988403
train,0.0,0.440339982509613,0.5337483882904053,0.5894172191619873,0.6618517637252808,0.7416771650314331
valid,1.0,0.5460976958274841,0.4100621938705444,0.4563464224338531,0.5447073578834534,0.6267004013061523
