mode,Unnamed: 0,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
test,2.0,0.4234081506729126,0.5143954157829285,0.5855745673179626,0.6582978963851929,0.7386276125907898
train,0.0,0.4722011685371399,0.4376062750816345,0.5392211079597473,0.5593531727790833,0.7006415128707886
valid,1.0,0.5781172513961792,0.3490972518920898,0.4227516055107116,0.4709854423999786,0.5942732095718384
