,mode,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
0,train,0.4280845522880554,0.48609644174575806,0.5866352319717407,0.6168268322944641,0.7394707798957825
1,valid,0.5606194138526917,0.3938685655593872,0.436132550239563,0.5279626250267029,0.607370913028717
2,test,0.3748919665813446,0.5782762765884399,0.6334541440010071,0.7192637324333191,0.775600790977478
