,mode,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
0,train,0.465242475271225,0.47361111640930176,0.5605673789978027,0.5962618589401245,0.7184147834777832
1,valid,0.5827694535255432,0.32336100935935974,0.4263651371002197,0.42816057801246643,0.5978344678878784
2,test,0.44614657759666443,0.5081989765167236,0.562285840511322,0.6534249782562256,0.7198245525360107
