,mode,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
0,train,0.5504016280174255,0.46097856760025024,0.5205534100532532,0.5983520746231079,0.6846894025802612
1,valid,0.6632540822029114,0.34756141901016235,0.3828996419906616,0.4798550009727478,0.5537634491920471
2,test,0.4449639320373535,0.528106689453125,0.6038463115692139,0.6730319261550903,0.7529977560043335
