,mode,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
0,train,0.418294757604599,0.5159816145896912,0.603122889995575,0.6306663751602173,0.7524349689483643
1,valid,0.5639541149139404,0.3891533613204956,0.4365256130695343,0.5102728605270386,0.6077519655227661
2,test,0.39886045455932617,0.5435330867767334,0.6089252829551697,0.6855015754699707,0.7569342255592346
