,mode,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
0,train,0.43289655447006226,0.5127617716789246,0.5835869312286377,0.6429181098937988,0.7370443940162659
1,valid,0.561557948589325,0.41145551204681396,0.4413829445838928,0.5455909967422485,0.6124436855316162
2,test,0.39260002970695496,0.5551412105560303,0.6132785677909851,0.697241485118866,0.7602884769439697
