,mode,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
0,train,0.4310150146484375,0.4942685067653656,0.5918617844581604,0.621169924736023,0.7436094880104065
1,valid,0.539004921913147,0.40705186128616333,0.46213293075561523,0.542517364025116,0.6321353316307068
2,test,0.3719489872455597,0.5866471529006958,0.6356924772262573,0.7265501022338867,0.7772762775421143
