,mode,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
0,train,0.47203943133354187,0.4637773633003235,0.5489062666893005,0.5938246250152588,0.7087662816047668
1,valid,0.5996848344802856,0.32283467054367065,0.41295117139816284,0.44313302636146545,0.5845229029655457
2,test,0.4409584105014801,0.5119833946228027,0.566931426525116,0.6574754118919373,0.7236199975013733
