,mode,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
0,train,0.426279217004776,0.5342728495597839,0.5909224152565002,0.6637251377105713,0.7428677082061768
1,valid,0.5572290420532227,0.4182378053665161,0.44138267636299133,0.5537811517715454,0.6124434471130371
2,test,0.37379637360572815,0.5857743620872498,0.6365754008293152,0.7273826599121094,0.7779359221458435
