,mode,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
0,train,0.44033998250961304,0.5337483882904053,0.5894172191619873,0.6618517637252808,0.7416771650314331
1,valid,0.5460976958274841,0.41006219387054443,0.45634642243385315,0.5447073578834534,0.6267004013061523
2,test,0.38847479224205017,0.5610876083374023,0.6165726184844971,0.7070794105529785,0.7628146409988403
