,mode,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
0,train,0.4408516585826874,0.49360334873199463,0.5774050951004028,0.6343628764152527,0.7320948839187622
1,valid,0.5524823665618896,0.40222030878067017,0.44662386178970337,0.5365210771560669,0.6174706220626831
2,test,0.3936190605163574,0.5638903379440308,0.6092055439949036,0.7068735957145691,0.7571507096290588
