,mode,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
0,train,0.41687753796577454,0.5141252279281616,0.6050549745559692,0.6432865858078003,0.753936767578125
1,valid,0.5509819984436035,0.4128318428993225,0.4590766131877899,0.5492380857467651,0.6292700171470642
2,test,0.3851291239261627,0.576919674873352,0.6267776489257812,0.7186892032623291,0.7705757021903992
