,mode,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
0,train,0.4703754782676697,0.4704642593860626,0.5530181527137756,0.5969974398612976,0.7121850848197937
1,valid,0.5940771102905273,0.3457893431186676,0.42431578040122986,0.469318151473999,0.595816969871521
2,test,0.41437944769859314,0.5265969634056091,0.5991805195808411,0.667583167552948,0.7493594288825989
