,mode,loss,per_image_iou,dataset_iou,per_image_f1,dataset_f1
0,train,0.4722011685371399,0.4376062750816345,0.5392211079597473,0.5593531727790833,0.7006415128707886
1,valid,0.5781172513961792,0.34909725189208984,0.42275160551071167,0.47098544239997864,0.5942732095718384
2,test,0.4234081506729126,0.5143954157829285,0.5855745673179626,0.6582978963851929,0.7386276125907898
